CLIENTE;SOLICITANTE;SERVICIO;AP;ESTADO DE ENVÍO;MOTIVO POD;ULTIMA FECHA DE ACTUALIZACIÓN EN SAP;CENTRO STOCK;DESTINO ;VISITAS;RESPUESTA  SIN DEMORA;RESPUESTA CON DEMORA ;;TEXTOS UX;;TEXTOS UX + HC;TEXTOS UX + HC
 Gobierno de la Ciudad c/Distribucion;102002456;POSTAL;40040984;NO RESPONDE LLAMADO;05;- 72 HS HABILES / + 72 HS HABILES;ULTIMA MILLA;CLIENTE FINAL;2;Hola!, realizamos a segunda visita a tu domicilio y no te encontramos. no te preocupes!, dentro de los proximos dias te estara llegando una notificacion para que puedas retirar tu paquete por una sucursal de OCASA;DERIVAR A ASESOR;;Realizamos la segunda visita a tu domicilio y no te encontramos 😔, por lo tanto, devolveremos tu pedido al remitente. Por favor, comunicate con él.;;Realizamos la segunda visita a tu domicilio y no te encontramos😔. Siguiendo nuestros protocolos de seguridad devolveremos el pedido al remitente. Por favor, comunicate con él para conocer más detalles.;Realizamos la segunda visita a tu domicilio y no te encontramos. Siguiendo nuestros protocolos de seguridad devolveremos el pedido al remitente. Por favor, comunicate con él para conocer más detalles.
Macro Premia;102004140 Direct Group ;PAQUETERIA;40040076;NO RESPONDE LLAMADO;05;N/A;ULTIMA MILLA;REMITENTE;2;Hola!, realizamos a segunda visita a tu domicilio y no te encontramos. Estaremos devolviendo el paquete al remitente, por favor comunicate con ellos ;N/A;;Realizamos la segunda visita a tu domicilio y no te encontramos 😔, por lo tanto, devolveremos tu pedido al remitente. Por favor, comunicate con él.;;Realizamos la segunda visita a tu domicilio y no te encontramos😔. Siguiendo nuestros protocolos de seguridad devolveremos el pedido al remitente. Por favor, comunicate con él para conocer más detalles.;Realizamos la segunda visita a tu domicilio y no te encontramos. Siguiendo nuestros protocolos de seguridad devolveremos el pedido al remitente. Por favor, comunicate con él para conocer más detalles.
Macro Premia;102004176 Ac-Eastway;PAQUETERIA;40040133;NO RESPONDE LLAMADO;05;N/A;ULTIMA MILLA;REMITENTE;2;Hola!, realizamos a segunda visita a tu domicilio y no te encontramos. Estaremos devolviendo el paquete al remitente, por favor comunicate con ellos ;N/A;;Realizamos la segunda visita a tu domicilio y no te encontramos 😔, por lo tanto, devolveremos tu pedido al remitente. Por favor, comunicate con él.;;Realizamos la segunda visita a tu domicilio y no te encontramos😔. Siguiendo nuestros protocolos de seguridad devolveremos el pedido al remitente. Por favor, comunicate con él para conocer más detalles.;Realizamos la segunda visita a tu domicilio y no te encontramos. Siguiendo nuestros protocolos de seguridad devolveremos el pedido al remitente. Por favor, comunicate con él para conocer más detalles.
Macro Premia;102004216 Lamoliant S.R.L Direct Sale;PAQUETERIA;40040932;NO RESPONDE LLAMADO;05;N/A;ULTIMA MILLA;REMITENTE;2;Hola!, realizamos a segunda visita a tu domicilio y no te encontramos. Estaremos devolviendo el paquete al remitente, por favor comunicate con ellos ;N/A;;Realizamos la segunda visita a tu domicilio y no te encontramos 😔, por lo tanto, devolveremos tu pedido al remitente. Por favor, comunicate con él.;;Realizamos la segunda visita a tu domicilio y no te encontramos😔. Siguiendo nuestros protocolos de seguridad devolveremos el pedido al remitente. Por favor, comunicate con él para conocer más detalles.;Realizamos la segunda visita a tu domicilio y no te encontramos. Siguiendo nuestros protocolos de seguridad devolveremos el pedido al remitente. Por favor, comunicate con él para conocer más detalles.
Macro Premia;102002628 Etercor;PAQUETERIA;40025753 - 40025755 - 40040016;NO RESPONDE LLAMADO;05;N/A;ULTIMA MILLA;REMITENTE;2;Hola!, realizamos a segunda visita a tu domicilio y no te encontramos. Estaremos devolviendo el paquete al remitente, por favor comunicate con ellos ;N/A;;Realizamos la segunda visita a tu domicilio y no te encontramos 😔, por lo tanto, devolveremos tu pedido al remitente. Por favor, comunicate con él.;;Realizamos la segunda visita a tu domicilio y no te encontramos😔. Siguiendo nuestros protocolos de seguridad devolveremos el pedido al remitente. Por favor, comunicate con él para conocer más detalles.;Realizamos la segunda visita a tu domicilio y no te encontramos. Siguiendo nuestros protocolos de seguridad devolveremos el pedido al remitente. Por favor, comunicate con él para conocer más detalles.
Macro Premia;102001628 Puntos y Premios;PAQUETERIA;40020414 - 40037922;NO RESPONDE LLAMADO;05;N/A;ULTIMA MILLA;REMITENTE;2;Hola!, realizamos a segunda visita a tu domicilio y no te encontramos. Estaremos devolviendo el paquete al remitente, por favor comunicate con ellos ;N/A;;Realizamos la segunda visita a tu domicilio y no te encontramos 😔, por lo tanto, devolveremos tu pedido al remitente. Por favor, comunicate con él.;;Realizamos la segunda visita a tu domicilio y no te encontramos😔. Siguiendo nuestros protocolos de seguridad devolveremos el pedido al remitente. Por favor, comunicate con él para conocer más detalles.;Realizamos la segunda visita a tu domicilio y no te encontramos. Siguiendo nuestros protocolos de seguridad devolveremos el pedido al remitente. Por favor, comunicate con él para conocer más detalles.
Macro Premia; 102004281 Compagno Victoria (yellow&co);PAQUETERIA;40040198;NO RESPONDE LLAMADO;05;N/A;ULTIMA MILLA;REMITENTE;2;Hola!, realizamos a segunda visita a tu domicilio y no te encontramos. Estaremos devolviendo el paquete al remitente, por favor comunicate con ellos ;N/A;;Realizamos la segunda visita a tu domicilio y no te encontramos 😔, por lo tanto, devolveremos tu pedido al remitente. Por favor, comunicate con él.;;Realizamos la segunda visita a tu domicilio y no te encontramos😔. Siguiendo nuestros protocolos de seguridad devolveremos el pedido al remitente. Por favor, comunicate con él para conocer más detalles.;Realizamos la segunda visita a tu domicilio y no te encontramos. Siguiendo nuestros protocolos de seguridad devolveremos el pedido al remitente. Por favor, comunicate con él para conocer más detalles.
Macro Premia;  102004506 NIMASA SRL;PAQUETERIA;40041486;NO RESPONDE LLAMADO;05;N/A;ULTIMA MILLA;REMITENTE;2;Hola!, realizamos a segunda visita a tu domicilio y no te encontramos. Estaremos devolviendo el paquete al remitente, por favor comunicate con ellos ;N/A;;Realizamos la segunda visita a tu domicilio y no te encontramos 😔, por lo tanto, devolveremos tu pedido al remitente. Por favor, comunicate con él.;;Realizamos la segunda visita a tu domicilio y no te encontramos😔. Siguiendo nuestros protocolos de seguridad devolveremos el pedido al remitente. Por favor, comunicate con él para conocer más detalles.;Realizamos la segunda visita a tu domicilio y no te encontramos. Siguiendo nuestros protocolos de seguridad devolveremos el pedido al remitente. Por favor, comunicate con él para conocer más detalles.
Macro Premia;102004431 TRIMAGE S.A;PAQUETERIA;40041558;NO RESPONDE LLAMADO;05;N/A;ULTIMA MILLA;REMITENTE;2;Hola!, realizamos a segunda visita a tu domicilio y no te encontramos. Estaremos devolviendo el paquete al remitente, por favor comunicate con ellos ;N/A;;Realizamos la segunda visita a tu domicilio y no te encontramos 😔, por lo tanto, devolveremos tu pedido al remitente. Por favor, comunicate con él.;;Realizamos la segunda visita a tu domicilio y no te encontramos😔. Siguiendo nuestros protocolos de seguridad devolveremos el pedido al remitente. Por favor, comunicate con él para conocer más detalles.;Realizamos la segunda visita a tu domicilio y no te encontramos. Siguiendo nuestros protocolos de seguridad devolveremos el pedido al remitente. Por favor, comunicate con él para conocer más detalles.
Macro Premia (MAM Direct Group);102004140 Direct Group ;PAQUETERIA;40040077 - 40040573 ;NO RESPONDE LLAMADO;05;N/A;ULTIMA MILLA;REMITENTE;2;Hola!, realizamos a segunda visita a tu domicilio y no te encontramos. Estaremos devolviendo el paquete al remitente, por favor comunicate con ellos ;N/A;;Realizamos la segunda visita a tu domicilio y no te encontramos 😔, por lo tanto, devolveremos tu pedido al remitente. Por favor, comunicate con él.;;Realizamos la segunda visita a tu domicilio y no te encontramos😔. Siguiendo nuestros protocolos de seguridad devolveremos el pedido al remitente. Por favor, comunicate con él para conocer más detalles.;Realizamos la segunda visita a tu domicilio y no te encontramos. Siguiendo nuestros protocolos de seguridad devolveremos el pedido al remitente. Por favor, comunicate con él para conocer más detalles.
Macro Premia (MAM AC Eastway);102004176 Ac-Eastway;PAQUETERIA;40040134 - 40040415;NO RESPONDE LLAMADO;05;N/A;ULTIMA MILLA;REMITENTE;2;Hola!, realizamos a segunda visita a tu domicilio y no te encontramos. Estaremos devolviendo el paquete al remitente, por favor comunicate con ellos ;N/A;;Realizamos la segunda visita a tu domicilio y no te encontramos 😔, por lo tanto, devolveremos tu pedido al remitente. Por favor, comunicate con él.;;Realizamos la segunda visita a tu domicilio y no te encontramos😔. Siguiendo nuestros protocolos de seguridad devolveremos el pedido al remitente. Por favor, comunicate con él para conocer más detalles.;Realizamos la segunda visita a tu domicilio y no te encontramos. Siguiendo nuestros protocolos de seguridad devolveremos el pedido al remitente. Por favor, comunicate con él para conocer más detalles.
Macro Premia (MAM Lamoliant S.R.L);102004216 Lamoliant S.R.L Direct Sale;PAQUETERIA;40040962;NO RESPONDE LLAMADO;05;N/A;ULTIMA MILLA;REMITENTE;2;Hola!, realizamos a segunda visita a tu domicilio y no te encontramos. Estaremos devolviendo el paquete al remitente, por favor comunicate con ellos ;N/A;;Realizamos la segunda visita a tu domicilio y no te encontramos 😔, por lo tanto, devolveremos tu pedido al remitente. Por favor, comunicate con él.;;Realizamos la segunda visita a tu domicilio y no te encontramos😔. Siguiendo nuestros protocolos de seguridad devolveremos el pedido al remitente. Por favor, comunicate con él para conocer más detalles.;Realizamos la segunda visita a tu domicilio y no te encontramos. Siguiendo nuestros protocolos de seguridad devolveremos el pedido al remitente. Por favor, comunicate con él para conocer más detalles.
Macro Premia (MAM Etercor);102002628 Etercor;PAQUETERIA;40040062 - 40040263;NO RESPONDE LLAMADO;05;N/A;ULTIMA MILLA;REMITENTE;2;Hola!, realizamos a segunda visita a tu domicilio y no te encontramos. Estaremos devolviendo el paquete al remitente, por favor comunicate con ellos ;N/A;;Realizamos la segunda visita a tu domicilio y no te encontramos 😔, por lo tanto, devolveremos tu pedido al remitente. Por favor, comunicate con él.;;Realizamos la segunda visita a tu domicilio y no te encontramos😔. Siguiendo nuestros protocolos de seguridad devolveremos el pedido al remitente. Por favor, comunicate con él para conocer más detalles.;Realizamos la segunda visita a tu domicilio y no te encontramos. Siguiendo nuestros protocolos de seguridad devolveremos el pedido al remitente. Por favor, comunicate con él para conocer más detalles.
Macro Premia (MAM Puntos y premios);102001628 Puntos y Premios;PAQUETERIA;40038713;NO RESPONDE LLAMADO;05;N/A;ULTIMA MILLA;REMITENTE;2;Hola!, realizamos a segunda visita a tu domicilio y no te encontramos. Estaremos devolviendo el paquete al remitente, por favor comunicate con ellos ;N/A;;Realizamos la segunda visita a tu domicilio y no te encontramos 😔, por lo tanto, devolveremos tu pedido al remitente. Por favor, comunicate con él.;;Realizamos la segunda visita a tu domicilio y no te encontramos😔. Siguiendo nuestros protocolos de seguridad devolveremos el pedido al remitente. Por favor, comunicate con él para conocer más detalles.;Realizamos la segunda visita a tu domicilio y no te encontramos. Siguiendo nuestros protocolos de seguridad devolveremos el pedido al remitente. Por favor, comunicate con él para conocer más detalles.
OCASA DISTRIBUCION POSTAL 2 VISITAS (Salvo Licencias de Conducir);102003502;POSTAL;40037567 - 40037570 - 40039211 ;NO RESPONDE LLAMADO;05;N/A;ULTIMA MILLA;REMITENTE;2;Hola!, realizamos a segunda visita a tu domicilio y no te encontramos. Estaremos devolviendo el paquete al remitente, por favor comunicate con ellos ;N/A;;Realizamos la segunda visita a tu domicilio y no te encontramos 😔, por lo tanto, devolveremos tu pedido al remitente. Por favor, comunicate con él.;;Realizamos la segunda visita a tu domicilio y no te encontramos😔. Siguiendo nuestros protocolos de seguridad devolveremos el pedido al remitente. Por favor, comunicate con él para conocer más detalles.;Realizamos la segunda visita a tu domicilio y no te encontramos. Siguiendo nuestros protocolos de seguridad devolveremos el pedido al remitente. Por favor, comunicate con él para conocer más detalles.
OCASA POSTAL 3 VISITAS;;POSTAL;40036841 - 40037569 - 40039213 - 40001009;NO RESPONDE LLAMADO;05;- 72 HS HABILES / + 72 HS HABILES;ULTIMA MILLA;CLIENTE FINAL;2;Hola!, te visitamos por tu domicilio, pero no te encontramos. No te preocupes!, tendras una nueva visita dentro de las proximas 24 a 72 hs Habiles. ¡Que tengas un buen dia!;DERIVAR A ASESOR;;Visitamos tu domicilio y no te encontramos. No te preocupes, dentro de las próximas 24 a 72 hs. hábiles haremos otra visita 😉. ;;Realizamos la segunda visita a tu domicilio y no te encontramos😔. Siguiendo nuestros protocolos de seguridad devolveremos el pedido al remitente. Por favor, comunicate con él para conocer más detalles.;Visitamos tu domicilio y no te encontramos. No te preocupes, dentro de las próximas 24 a 72 hs. hábiles haremos otra visita . 
 DHL Global Forwarding;102003111;PAQUETERIA;40038162 - 40038346 - 40039098 - 40040229 - 40040655 - ;NO RESPONDE LLAMADO;05;N/A;ULTIMA MILLA;REMITENTE;2;Hola!, realizamos a segunda visita a tu domicilio y no te encontramos. Estaremos devolviendo el paquete al remitente, por favor comunicate con ellos ;N/A;;Realizamos la segunda visita a tu domicilio y no te encontramos 😔, por lo tanto, devolveremos tu pedido al remitente. Por favor, comunicate con él.;;Realizamos la segunda visita a tu domicilio y no te encontramos😔. Siguiendo nuestros protocolos de seguridad devolveremos el pedido al remitente. Por favor, comunicate con él para conocer más detalles.;Realizamos la segunda visita a tu domicilio y no te encontramos. Siguiendo nuestros protocolos de seguridad devolveremos el pedido al remitente. Por favor, comunicate con él para conocer más detalles.
 A.C.A.R.A;102000421;PAQUETERIA;40015973 - 40024854 - 40031360 - 40033676 - 40041252;NO RESPONDE LLAMADO;05;N/A;ULTIMA MILLA;REMITENTE;2;Hola!, realizamos a segunda visita a tu domicilio y no te encontramos. Estaremos devolviendo el paquete al remitente, por favor comunicate con ellos ;N/A;;Realizamos la segunda visita a tu domicilio y no te encontramos 😔, por lo tanto, devolveremos tu pedido al remitente. Por favor, comunicate con él.;;Realizamos la segunda visita a tu domicilio y no te encontramos😔. Siguiendo nuestros protocolos de seguridad devolveremos el pedido al remitente. Por favor, comunicate con él para conocer más detalles.;Realizamos la segunda visita a tu domicilio y no te encontramos. Siguiendo nuestros protocolos de seguridad devolveremos el pedido al remitente. Por favor, comunicate con él para conocer más detalles.
ARCOR SAIC;102001674;PAQUETERIA;40026359 - 40036077 - 40036242 - 40036400 - 40036401 - 40036402;NO RESPONDE LLAMADO;05;N/A;ULTIMA MILLA;REMITENTE;2;Hola!, realizamos a segunda visita a tu domicilio y no te encontramos. Estaremos devolviendo el paquete al remitente, por favor comunicate con ellos ;N/A;;Realizamos la segunda visita a tu domicilio y no te encontramos 😔, por lo tanto, devolveremos tu pedido al remitente. Por favor, comunicate con él.;;Realizamos la segunda visita a tu domicilio y no te encontramos😔. Siguiendo nuestros protocolos de seguridad devolveremos el pedido al remitente. Por favor, comunicate con él para conocer más detalles.;Realizamos la segunda visita a tu domicilio y no te encontramos. Siguiendo nuestros protocolos de seguridad devolveremos el pedido al remitente. Por favor, comunicate con él para conocer más detalles.
BRIGHSTAR;102003470;PAQUETERIA;40038106 - 40039077 - 40039083 - 40040634 - 40040892 - ;NO RESPONDE LLAMADO;05;N/A;ULTIMA MILLA;REMITENTE;2;Hola!, realizamos a segunda visita a tu domicilio y no te encontramos. Estaremos devolviendo el paquete al remitente, por favor comunicate con ellos ;N/A;;Realizamos la segunda visita a tu domicilio y no te encontramos 😔, por lo tanto, devolveremos tu pedido al remitente. Por favor, comunicate con él.;;Realizamos la segunda visita a tu domicilio y no te encontramos😔. Siguiendo nuestros protocolos de seguridad devolveremos el pedido al remitente. Por favor, comunicate con él para conocer más detalles.;Realizamos la segunda visita a tu domicilio y no te encontramos. Siguiendo nuestros protocolos de seguridad devolveremos el pedido al remitente. Por favor, comunicate con él para conocer más detalles.
